"chr"	"start"	"end"	"peaknb"	"peakscore"	"name"
"chr1"	150578549	150578750	"peak300"	8.83594	"ADAMTSL4-AS1"
"chr4"	158210459	158210633	"peak3026"	3.20603	"TMEM144"
"chr1"	151277316	151277673	"peak304"	9.51255	"ZNF687"
"chr4"	183326983	183327161	"peak3043"	6.03723	"CLDN24"
"chr4"	184896952	184897253	"peak3051"	5.52809	"LINC01093"
"chr4"	187668829	187669030	"peak3055"	8.30315	"LOC100506272"
"chr1"	151608429	151608603	"peak306"	5.68044	"SNX27"
"chr5"	16467497	16467671	"peak3071"	4.96211	"ZNF622"
"chr5"	35046895	35047121	"peak3090"	8.96506	"AGXT2"
"chr5"	35857830	35858084	"peak3095"	6.70603	"IL7R"
"chr1"	151992449	151992666	"peak310"	6.34567	"S100A10"
"chr5"	42993262	42993436	"peak3106"	7.71135	"FLJ32255"
"chr5"	43193518	43193717	"peak3107"	5.45584	"NIM1K"
"chr5"	55997818	55998000	"peak3119"	8.37288	"IL6ST"
"chr5"	55997818	55998000	"peak3119"	8.37288	"FLJ31104"
"chr5"	72504186	72504396	"peak3137"	6.44837	"ZNF366"
"chr5"	72510884	72511169	"peak3138"	9.95234	"ZNF366"
"chr5"	72952176	72952385	"peak3140"	11.44048	"FCHO2"
"chr1"	153375588	153375762	"peak315"	7.71135	"S100A12"
"chr5"	87243238	87243421	"peak3159"	5.7689	"LOC55338"
"chr1"	153533772	153534029	"peak316"	3.70567	"S100A6"
"chr5"	90021199	90021447	"peak3162"	6.60707	"MIR3660"
"chr5"	91311817	91312002	"peak3165"	8.64877	"LUCAT1"
"chr5"	91314428	91314633	"peak3166"	6.49518	"LUCAT1"
"chr5"	96657190	96657364	"peak3169"	7.20241	"CAST"
"chr1"	153565793	153566012	"peak317"	10.71042	"S100A2"
"chr5"	108730788	108730983	"peak3176"	10.68457	"LINC01023"
"chr1"	153566600	153566863	"peak318"	11.98039	"S100A2"
"chr5"	116766631	116766813	"peak3190"	6.78766	"LOC102467223"
"chr5"	132295222	132295423	"peak3207"	11.49035	"SLC22A4"
"chr1"	153773632	153773806	"peak321"	3.84983	"SLC27A3"
"chr5"	134503416	134503664	"peak3213"	8.73063	"LOC101927934"
"chr5"	134509352	134509554	"peak3214"	8.94172	"LOC101927934"
"chr5"	135246113	135246331	"peak3215"	3.87493	"C5orf66-AS2"
"chr5"	135246923	135247150	"peak3216"	10.89336	"C5orf66-AS2"
"chr5"	135456241	135456528	"peak3217"	13.44972	"TIFAB"
"chr5"	137737770	137737959	"peak3222"	5.93226	"KLHL3"
"chr5"	139745393	139745692	"peak3227"	11.05241	"LOC101929696"
"chr1"	153962918	153963092	"peak323"	3.99279	"SLC39A1"
"chr1"	153962918	153963092	"peak323"	3.99279	"CREB3L4"
"chr1"	153962918	153963092	"peak323"	3.99279	"CRTC2"
"chr1"	153962918	153963092	"peak323"	3.99279	"MIR6737"
"chr5"	140711077	140711332	"peak3233"	6.97507	"VTRNA1-1"
"chr5"	142016146	142016393	"peak3236"	9.35846	"GNPDA1"
"chr5"	142749430	142749605	"peak3238"	8.04965	"LOC101926975"
"chr1"	153985362	153985574	"peak324"	15.02157	"RAB13"
"chr5"	150081883	150082057	"peak3253"	5.45584	"CSF1R"
"chr5"	150299104	150299278	"peak3254"	6.63171	"ARSI"
"chr5"	154708959	154709133	"peak3257"	7.94356	"LARP1"
"chr1"	154405265	154405476	"peak326"	11.74899	"IL6R"
"chr5"	170393384	170393621	"peak3278"	9.04481	"CTD-2270F17.1"
"chr5"	170393384	170393621	"peak3278"	9.04481	"KCNMB1"
"chr5"	176547880	176548054	"peak3293"	5.27516	"CDHR2"
"chr5"	177494332	177494506	"peak3296"	6.80419	"PDLIM7"
"chr5"	179818979	179819203	"peak3298"	4.96211	"SQSTM1"
"chr6"	3023864	3024055	"peak3302"	8.57148	"HTATSF1P2"
"chr1"	154863738	154864002	"peak331"	12.1341	"KCNN3"
"chr6"	31777216	31777399	"peak3317"	6.26064	"VWA7"
"chr6"	33590266	33590469	"peak3322"	8.15287	"LINC00336"
"chr6"	34244573	34244824	"peak3326"	13.08832	"C6orf1"
"chr6"	34244573	34244824	"peak3326"	13.08832	"MIR6835"
"chr1"	155210408	155210582	"peak333"	5.45584	"MTX1"
"chr1"	155210408	155210582	"peak333"	5.45584	"THBS3"
"chr6"	36127630	36127804	"peak3332"	7.47058	"MAPK13"
"chr6"	36441466	36441687	"peak3333"	8.35261	"KCTD20"
"chr6"	36441466	36441687	"peak3333"	8.35261	"PXT1"
"chr1"	155675762	155676074	"peak334"	5.02302	"YY1AP1"
"chr6"	39226131	39226324	"peak3345"	7.15038	"KCNK5"
"chr6"	41286683	41286905	"peak3349"	11.48591	"TREM1"
"chr6"	42930130	42930316	"peak3357"	10.20118	"CNPY3"
"chr6"	44247502	44247676	"peak3369"	6.53244	"HSP90AB1"
"chr6"	44265685	44265869	"peak3370"	5.23722	"NFKBIE"
"chr6"	44265685	44265869	"peak3370"	5.23722	"TMEM151B"
"chr1"	156114161	156114386	"peak338"	18.49218	"LMNA"
"chr6"	46323374	46323577	"peak3381"	8.73063	"RCAN2"
"chr1"	156127231	156127433	"peak339"	10.85478	"LMNA"
"chr6"	53623628	53623802	"peak3391"	5.62508	"LINC01564"
"chr1"	156151482	156151703	"peak340"	6.12492	"SEMA4A"
"chr1"	156705034	156705260	"peak341"	7.81143	"CRABP2"
"chr6"	73224320	73224511	"peak3412"	8.82502	"KHDC1L"
"chr6"	75431457	75431643	"peak3419"	6.49518	"MIR4463"
"chr6"	87789578	87789877	"peak3441"	12.19917	"LOC101928911"
"chr1"	158285795	158286029	"peak347"	9.12537	"CD1C"
"chr6"	109687239	109687572	"peak3478"	7.326	"AK9"
"chr6"	109687239	109687572	"peak3478"	7.326	"FIG4"
"chr1"	159009821	159010007	"peak348"	9.58756	"IFI16"
"chr6"	111263959	111264183	"peak3483"	8.82502	"KIAA1919"
"chr6"	111487719	111487968	"peak3485"	7.96215	"TRAF3IP2-AS1"
"chr6"	111487719	111487968	"peak3485"	7.96215	"REV3L"
"chr6"	119147344	119147601	"peak3500"	20.0752	"FAM184A"
"chr1"	159076822	159077113	"peak351"	14.61028	"AIM2"
"chr6"	132131783	132132006	"peak3524"	10.71042	"LINC01013"
"chr6"	134436225	134436450	"peak3530"	4.01585	"LINC01010"
"chr1"	159924570	159924781	"peak354"	11.49035	"TAGLN2"
"chr6"	137866847	137867027	"peak3541"	8.38708	"LOC100130476"
"chr6"	137866847	137867027	"peak3541"	8.38708	"TNFAIP3"
"chr1"	159954286	159954460	"peak355"	7.87505	"SLAMF9"
"chr6"	150072287	150072465	"peak3564"	8.0543	"ULBP3"
"chr1"	160862801	160863024	"peak357"	8.38708	"CD244"
"chr6"	152984151	152984449	"peak3570"	7.27309	"FBXO5"
"chr6"	158853442	158853616	"peak3595"	4.40101	"OSTCP1"
"chr6"	158995371	158995638	"peak3596"	9.95234	"RSPH3"
"chr1"	161115383	161115565	"peak360"	6.28281	"NIT1"
"chr1"	161115383	161115565	"peak360"	6.28281	"PFDN2"
"chr6"	161274106	161274280	"peak3602"	6.94837	"AGPAT4"
"chr1"	161182325	161182580	"peak361"	5.6088	"B4GALT3"
"chr6"	167153517	167153757	"peak3614"	6.78766	"GPR31"
"chr1"	161217136	161217315	"peak362"	4.69417	"FCER1G"
"chr7"	928681	928859	"peak3626"	9.76	"ADAP1"
"chr7"	1458818	1459009	"peak3628"	7.52215	"MICALL2"
"chr1"	161555021	161555212	"peak363"	7.4829	"FCGR3A"
"chr1"	161721978	161722222	"peak364"	13.75732	"FCRLB"
"chr7"	6448477	6448702	"peak3640"	9.60892	"DAGLB"
"chr7"	12585031	12585272	"peak3641"	8.94172	"SCIN"
"chr7"	20219845	20220131	"peak3645"	8.85287	"MACC1"
"chr7"	20221125	20221344	"peak3646"	6.57389	"MACC1"
"chr7"	22663456	22663630	"peak3648"	6.40493	"LOC401312"
"chr7"	30914738	30914935	"peak3659"	10.43182	"AQP1"
"chr7"	38341158	38341356	"peak3669"	4.20426	"TRG-AS1"
"chr7"	43870019	43870213	"peak3677"	6.60707	"MRPS24"
"chr7"	44885611	44885795	"peak3683"	7.84316	"MIR4657"
"chr7"	44885611	44885795	"peak3683"	7.84316	"PURB"
"chr7"	48088496	48088705	"peak3691"	5.42122	"UPP1"
"chr7"	55534409	55534583	"peak3698"	5.89648	"VOPP1"
"chr7"	55570959	55571181	"peak3699"	7.81143	"VOPP1"
"chr7"	56050517	56050696	"peak3700"	9.03214	"PSPH"
"chr7"	56050517	56050696	"peak3700"	9.03214	"CCT6A"
"chr7"	66848569	66848757	"peak3705"	9.5117	"GTF2IRD1P1"
"chr7"	73715677	73715908	"peak3708"	14.61635	"STX1A"
"chr7"	73715677	73715908	"peak3708"	14.61635	"MIR4284"
"chr7"	74079481	74079681	"peak3710"	10.95609	"LIMK1"
"chr7"	74094179	74094381	"peak3711"	11.53301	"LIMK1"
"chr7"	75791656	75791855	"peak3717"	7.15038	"CCL26"
"chr7"	77410232	77410476	"peak3720"	7.87505	"LOC101927243"
"chr7"	87474584	87474758	"peak3732"	7.27264	"ABCB4"
"chr7"	98286301	98286475	"peak3742"	6.26064	"BRI3"
"chr7"	99208093	99208300	"peak3744"	8.71383	"KPNA7"
"chr7"	99274383	99274630	"peak3746"	7.81143	"MYH16"
"chr7"	99330659	99330833	"peak3747"	6.80419	"ARPC1A"
"chr7"	115231246	115231462	"peak3769"	7.47058	"LINC01392"
"chr7"	116859397	116859664	"peak3772"	12.33522	"CAPZA2"
"chr7"	128706048	128706222	"peak3780"	4.96211	"FAM71F1"
"chr7"	129439093	129439293	"peak3781"	7.65636	"STRIP2"
"chr7"	130207729	130207903	"peak3784"	6.20587	"TMEM209"
"chr7"	130207729	130207903	"peak3784"	6.20587	"SSMEM1"
"chr7"	130913217	130913697	"peak3786"	7.23416	"LINC-PINT"
"chr7"	130913217	130913697	"peak3786"	7.23416	"LOC100506860"
"chr7"	135663012	135663234	"peak3790"	4.11503	"C7orf73"
"chr7"	138125623	138125925	"peak3793"	5.62655	"MIR4468"
"chr7"	141945413	141945622	"peak3799"	9.63202	"CLEC5A"
"chr7"	150428751	150428956	"peak3806"	6.12404	"LINC00996"
"chr7"	155296918	155297094	"peak3815"	9.03214	"INSIG1"
"chr8"	12757689	12757879	"peak3850"	4.37401	"LONRF1"
"chr8"	16197027	16197287	"peak3851"	7.61069	"MSR1"
"chr8"	19245439	19245613	"peak3860"	6.03723	"LOC100128993"
"chr8"	20187070	20187263	"peak3868"	7.03039	"SLC18A1"
"chr8"	21909011	21909311	"peak3872"	13.41557	"DOK2"
"chr8"	22168641	22168875	"peak3873"	9.27267	"BMP1"
"chr8"	23064513	23064776	"peak3881"	7.15711	"TNFRSF10B"
"chr8"	23064513	23064776	"peak3881"	7.15711	"LOC286059"
"chr8"	25345507	25345697	"peak3894"	5.48643	"MIR6876"
"chr8"	25348921	25349174	"peak3895"	8.56171	"MIR6876"
"chr1"	21294996	21295246	"peak39"	8.14552	"ECE1"
"chr1"	21294996	21295246	"peak39"	8.14552	"LOC100506801"
"chr1"	173666740	173666948	"peak391"	7.0092	"ANKRD45"
"chr8"	30082323	30082527	"peak3919"	11.58831	"SARAF"
"chr8"	34781455	34781709	"peak3925"	11.48591	"LINC01288"
"chr8"	37737704	37737902	"peak3929"	10.20118	"ERLIN2"
"chr8"	37737704	37737902	"peak3929"	10.20118	"LOC102723701"
"chr8"	37793308	37793549	"peak3930"	13.92805	"GPR124"
"chr8"	37901823	37902051	"peak3933"	11.49968	"RAB11FIP1"
"chr8"	42543220	42543394	"peak3947"	5.23722	"SMIM19"
"chr8"	42543220	42543394	"peak3947"	5.23722	"SLC20A2"
"chr8"	53841448	53841624	"peak3959"	8.56171	"ATP6V1H"
"chr8"	66123901	66124199	"peak3989"	18.34976	"TRIM55"
"chr8"	73090046	73090270	"peak3995"	5.60677	"SBSPON"
"chr8"	85651229	85651415	"peak4015"	10.68457	"REXO1L2P"
"chr8"	85659898	85660338	"peak4016"	8.84021	"REXO1L2P"
"chr8"	85741777	85741963	"peak4017"	7.81143	"REXO1L2P"
"chr8"	85774076	85774415	"peak4019"	7.92859	"REXO1L2P"
"chr8"	86098698	86098872	"peak4021"	5.46044	"ATP6V0D2"
"chr8"	94259145	94259379	"peak4035"	11.59283	"GEM"
"chr8"	94635146	94635352	"peak4037"	5.7689	"LOC100288748"
"chr8"	95074559	95074793	"peak4038"	10.75109	"MIR3150A"
"chr8"	95074559	95074793	"peak4038"	10.75109	"MIR3150B"
"chr8"	104337036	104337228	"peak4068"	7.9021	"DCSTAMP"
"chr8"	104585807	104586030	"peak4071"	3.87493	"LRP12"
"chr1"	182956303	182956571	"peak409"	11.40771	"SHCBP1L"
"chr1"	183022353	183022547	"peak410"	8.33257	"LAMC1"
"chr8"	123202940	123203167	"peak4100"	10.95609	"FAM83A-AS1"
"chr8"	123537743	123537930	"peak4103"	5.82414	"FBXO32"
"chr8"	125430170	125430373	"peak4123"	8.45406	"TRIB1"
"chr8"	125432404	125432609	"peak4124"	8.78984	"TRIB1"
"chr8"	127222893	127223090	"peak4133"	5.16406	"CCAT1"
"chr8"	128048543	128048803	"peak4140"	7.68352	"MIR1207"
"chr8"	128150023	128150221	"peak4141"	8.0543	"MIR1208"
"chr8"	129236649	129236844	"peak4148"	6.65808	"LINC00977"
"chr1"	183590466	183590671	"peak415"	7.39328	"NCF2"
"chr8"	133046341	133046525	"peak4170"	3.70567	"MIR7848"
"chr8"	133890777	133891026	"peak4180"	21.02401	"LOC101927822"
"chr8"	139705716	139705968	"peak4187"	11.55672	"KCNK9"
"chr8"	142676118	142676444	"peak4199"	15.02157	"PSCA"
"chr8"	142699747	142700054	"peak4200"	34.84356	"LY6K"
"chr8"	143936482	143936796	"peak4203"	31.83342	"PLEC"
"chr8"	143948453	143948746	"peak4204"	32.16275	"MIR661"
"chr8"	143948453	143948746	"peak4204"	32.16275	"PLEC"
"chr8"	144014599	144014855	"peak4206"	10.99156	"SPATC1"
"chr9"	5455333	5455549	"peak4222"	6.40612	"CD274"
"chr9"	5627090	5627276	"peak4224"	8.83278	"RIC1"
"chr9"	6014782	6014957	"peak4226"	6.72342	"RANBP6"
"chr9"	33816480	33816699	"peak4243"	8.56171	"UBE2R2"
"chr9"	34454864	34455080	"peak4246"	8.94172	"FAM219A"
"chr9"	34454864	34455080	"peak4246"	8.94172	"DNAI1"
"chr9"	35112341	35112579	"peak4248"	11.62044	"FAM214B"
"chr9"	37908734	37908914	"peak4253"	9.41103	"SLC25A51"
"chr9"	72525127	72525375	"peak4267"	3.39614	"TMC1"
"chr9"	83472294	83472481	"peak4283"	5.72656	"FRMD3"
"chr9"	89607068	89607242	"peak4293"	6.80419	"GADD45G"
"chr9"	90799489	90799704	"peak4296"	6.53244	"SYK"
"chr9"	93091548	93091779	"peak4299"	11.68565	"C9orf89"
"chr9"	93098619	93098876	"peak4300"	12.4857	"C9orf89"
"chr9"	98811139	98811358	"peak4311"	6.53244	"GALNT12"
"chr9"	100429387	100429611	"peak4316"	12.01011	"MSANTD3"
"chr9"	109117991	109118165	"peak4330"	5.16406	"TMEM245"
"chr9"	112174606	112174811	"peak4342"	11.38511	"SUSD1"
"chr9"	114804596	114804821	"peak4352"	5.16406	"TNFSF15"
"chr9"	125243357	125243564	"peak4366"	10.29451	"HSPA5"
"chr9"	126805808	126806014	"peak4371"	8.04965	"ZBTB43"
"chr9"	127579040	127579272	"peak4376"	11.28268	"FAM129B"
"chr9"	127919425	127919783	"peak4377"	9.5117	"ST6GALNAC4"
"chr9"	134324375	134324567	"peak4394"	6.80419	"RXRA"
"chr9"	135905073	135905349	"peak4398"	16.14389	"CAMSAP1"
"chr1"	197776497	197776686	"peak440"	4.69417	"DENND1B"
"chr9"	136882564	136882837	"peak4403"	14.62127	"TRAF2"
"chr9"	136882564	136882837	"peak4403"	14.62127	"MIR4479"
"chr9"	136991748	136991973	"peak4404"	7.03039	"CLIC3"
"chr9"	136991748	136991973	"peak4404"	7.03039	"C9orf142"
"chr9"	137083736	137083944	"peak4405"	7.08111	"MAN1B1"
"chr9"	137083736	137083944	"peak4405"	7.08111	"MAN1B1-AS1"
"chr9"	137424842	137425035	"peak4407"	10.30328	"EXD3"
"chr9"	137424842	137425035	"peak4407"	10.30328	"NOXA1"
"chrX"	1281651	1281825	"peak4469"	7.81143	"CSF2RA"
"chrX"	23781374	23781563	"peak4479"	4.40773	"SAT1"
"chr1"	23010886	23011117	"peak45"	9.76	"C1orf234"
"chrX"	154542041	154542231	"peak4507"	10.29519	"G6PD"
"chrX"	154542041	154542231	"peak4507"	10.29519	"IKBKG"
"chr1"	200896830	200897065	"peak455"	13.66674	"C1orf106"
"chr1"	201191715	201191895	"peak456"	7.03039	"IGFN1"
"chr1"	201714708	201714993	"peak462"	16.44698	"MIR5191"
"chr1"	203047353	203047588	"peak465"	12.64666	"PPFIA4"
"chr1"	203177561	203177793	"peak468"	11.08877	"MYBPH"
"chr1"	205933880	205934119	"peak483"	10.09939	"LOC103021296"
"chr1"	206001459	206001672	"peak485"	17.08233	"RAB7B"
"chr1"	206050775	206050950	"peak486"	7.59305	"C1orf186"
"chr1"	206504216	206504390	"peak490"	6.80419	"RASSF5"
"chr1"	207815959	207816141	"peak496"	8.60098	"LOC148696"
"chr1"	209651300	209651507	"peak499"	9.06583	"LAMB3"
"chr1"	209769486	209769660	"peak501"	6.78766	"TRAF3IP3"
"chr1"	212234650	212234942	"peak506"	10.20118	"LOC101929541"
"chr1"	212567154	212567422	"peak510"	19.36133	"ATF3"
"chr1"	213051680	213051867	"peak513"	9.5117	"RPS6KC1"
"chr1"	24966774	24966958	"peak52"	7.59305	"RUNX3"
"chr1"	221839923	221840170	"peak543"	8.95511	"LOC101929771"
"chr1"	222817643	222817867	"peak549"	4.02292	"DISP1"
"chr1"	223703172	223703346	"peak556"	5.08368	"CAPN2"
"chr1"	223707292	223707551	"peak557"	9.86411	"CAPN2"
"chr1"	223715313	223715553	"peak558"	6.17914	"CAPN2"
"chr1"	224334042	224334258	"peak565"	8.92257	"NVL"
"chr1"	228087915	228088089	"peak585"	5.09439	"ARF1"
"chr1"	233294980	233295154	"peak607"	7.03644	"PCNXL2"
"chr1"	27667760	27667934	"peak61"	6.20587	"IFI6"
"chr1"	235074658	235074841	"peak620"	6.44582	"LINC01348"
"chr1"	235504838	235505089	"peak622"	11.00562	"B3GALNT2"
"chr1"	241998563	241998758	"peak639"	5.52809	"MAP1LC3C"
"chr1"	27875232	27875449	"peak64"	12.18449	"THEMIS2"
"chr1"	244353752	244354046	"peak646"	15.76093	"C1orf100"
"chr1"	248828958	248829176	"peak659"	10.01828	"SH3BP5L"
"chr1"	248828958	248829176	"peak659"	10.01828	"MIR3124"
"chr10"	3071543	3071763	"peak660"	6.61608	"PFKP"
"chr10"	4243763	4243937	"peak662"	3.36359	"LINC00702"
"chr1"	30756627	30757094	"peak67"	12.01767	"LAPTM5"
"chr10"	45160336	45160534	"peak681"	7.81143	"MIR3156-1"
"chr11"	1154020	1154238	"peak712"	11.60046	"MUC5AC"
"chr11"	1863153	1863327	"peak714"	6.49518	"MIR4298"
"chr11"	1863153	1863327	"peak714"	6.49518	"LSP1"
"chr11"	1863608	1863804	"peak715"	9.03214	"MIR4298"
"chr11"	1863608	1863804	"peak715"	9.03214	"LSP1"
"chr11"	2142370	2142553	"peak716"	6.49518	"IGF2"
"chr11"	2142370	2142553	"peak716"	6.49518	"IGF2-AS"
"chr11"	2860777	2860951	"peak717"	4.96211	"KCNQ1-AS1"
"chr11"	6618068	6618287	"peak726"	6.03304	"TPP1"
"chr11"	7677148	7677391	"peak728"	10.4149	"CYB5R2"
"chr11"	7927710	7927919	"peak730"	7.7045	"OR10A6"
"chr11"	8259012	8259236	"peak731"	8.96506	"LMO1"
"chr11"	9001801	9002057	"peak735"	14.77179	"NRIP3"
"chr11"	9314869	9315043	"peak739"	6.63171	"TMEM41B"
"chr11"	9759718	9759985	"peak743"	16.26554	"LOC440028"
"chr11"	9759718	9759985	"peak743"	16.26554	"SBF2-AS1"
"chr11"	10303889	10304063	"peak745"	4.05524	"CAND1.11"
"chr11"	10303889	10304063	"peak745"	4.05524	"ADM"
"chr11"	10454958	10455293	"peak747"	6.61608	"AMPD3"
"chr1"	32339572	32339831	"peak76"	11.79168	"MARCKSL1"
"chr11"	17015433	17015612	"peak763"	7.92859	"PLEKHA7"
"chr11"	18383825	18384105	"peak764"	11.09307	"MIR3159"
"chr11"	18527635	18527828	"peak765"	6.14631	"TSG101"
"chr11"	20367665	20367895	"peak767"	13.61006	"HTATIP2"
"chr11"	33011626	33011813	"peak777"	5.52809	"DEPDC7"
"chr11"	33722692	33722866	"peak781"	6.26064	"CD59"
"chr11"	33893789	33894073	"peak782"	10.71042	"LMO2"
"chr1"	8873649	8873902	"peak8"	14.34317	"ENO1"
"chr11"	43920717	43920991	"peak802"	5.9401	"ALKBH3-AS1"
"chr11"	44569246	44569422	"peak804"	6.97507	"CD82"
"chr11"	47216167	47216453	"peak811"	11.23335	"DDB2"
"chr11"	47408022	47408293	"peak814"	11.84461	"SLC39A13"
"chr11"	60377815	60378019	"peak824"	6.50302	"MS4A7"
"chr11"	63567423	63567661	"peak833"	8.30315	"HRASLS2"
"chr11"	64245822	64246051	"peak837"	6.61608	"FKBP2"
"chr11"	64245822	64246051	"peak837"	6.61608	"PPP1R14B"
"chr11"	64335129	64335449	"peak838"	10.585	"CCDC88B"
"chr11"	65382396	65382676	"peak841"	21.55305	"FRMD8"
"chr11"	65382396	65382676	"peak841"	21.55305	"SLC25A45"
"chr11"	65775694	65775883	"peak843"	10.63557	"AP5B1"
"chr11"	66336580	66336942	"peak845"	4.86629	"RIN1"
"chr11"	66418174	66418421	"peak846"	7.79019	"NPAS4"
"chr11"	66443734	66443951	"peak847"	11.09307	"MRPL11"
"chr11"	66970850	66971028	"peak850"	6.61608	"C11orf86"
"chr11"	67045391	67045599	"peak851"	5.50166	"MIR6860"
"chr11"	67357291	67357478	"peak852"	7.07239	"POLD4"
"chr11"	68028166	68028376	"peak853"	6.14631	"NDUFS8"
"chr11"	68028166	68028376	"peak853"	6.14631	"MIR7113"
"chr11"	69008765	69008968	"peak854"	8.85287	"MRGPRF"
"chr11"	69008765	69008968	"peak854"	8.85287	"MRGPRF-AS1"
"chr11"	69166578	69166752	"peak856"	5.45584	"LOC338694"
"chr1"	36386496	36386781	"peak86"	16.46915	"STK40"
"chr11"	75771716	75771958	"peak866"	7.96215	"DGAT2"
"chr11"	75771716	75771958	"peak866"	7.96215	"LOC283214"
"chr11"	94020878	94021052	"peak878"	6.21278	"HEPHL1"
"chr1"	37471780	37471987	"peak88"	3.93395	"ZC3H12A"
"chr1"	37471780	37471987	"peak88"	3.93395	"LINC01137"
"chr11"	96338979	96339153	"peak882"	3.87493	"MAML2"
"chr11"	96338979	96339153	"peak882"	3.87493	"MIR1260B"
"chr11"	102317310	102317522	"peak885"	6.44837	"BIRC3"
"chr11"	107562951	107563182	"peak894"	6.70603	"ALKBH8"
"chr1"	8877932	8878108	"peak9"	7.23416	"ENO1-AS1"
"chr1"	8877932	8878108	"peak9"	7.23416	"ENO1"
"chr11"	117828704	117828879	"peak902"	7.92859	"FXYD2"
"chr11"	118887789	118888048	"peak905"	10.18837	"CXCR5"
"chr11"	119368478	119368661	"peak907"	7.65636	"USP2"
"chr11"	120208883	120209152	"peak911"	18.49218	"OAF"
"chr11"	124748717	124748908	"peak923"	4.4243	"VSIG2"
"chr11"	124915577	124915755	"peak924"	6.78766	"HEPN1"
"chr12"	9118152	9118326	"peak944"	4.40773	"A2M"
"chr12"	10182791	10182993	"peak945"	11.5635	"TMEM52B"
"chr12"	13101111	13101292	"peak946"	3.36359	"GSG1"
"chr12"	13196417	13196683	"peak947"	9.03214	"EMP1"
"chr12"	24901078	24901322	"peak955"	15.30043	"BCAT1"
"chr1"	39955940	39956202	"peak97"	12.5208	"MFSD2A"
"chr12"	46383368	46383600	"peak988"	8.56171	"LOC100288798"
"chr12"	49268714	49268930	"peak992"	3.12149	"TUBA1C"
"chr12"	51009264	51009438	"peak994"	4.86629	"SLC11A2"
"chr12"	51885930	51886204	"peak995"	5.60677	"ANKRD33"
"chr12"	53099446	53099692	"peak999"	3.64685	"IGFBP6"
"chr12"	53099446	53099692	"peak999"	3.64685	"SOAT2"
