chr	start	end	peaknb	peakscore	Gene_Symbol	distance	score
chr15	90982174	90982349	peak1469	4.96211	RCCD1	27386	0.202819268389
chr15	90982174	90982349	peak1469	4.96211	UNC45A	52082	0.0755258724479
chr15	90982174	90982349	peak1469	4.96211	PRC1-AS1	15893	0.3211907807
chr15	90982174	90982349	peak1469	4.96211	MAN2A2	78072	0.0267056533509
chr15	90982174	90982349	peak1469	4.96211	FES	97804	0.0121289514799
chr15	90982174	90982349	peak1469	4.96211	FES	97827	0.012117797976
chr1	42931937	42932260	peak147	9.60565	ZNF691	85526	0.0198204707322
chr1	42931937	42932260	peak147	9.60565	SLC2A1	-27078	0.205333457379
chr1	42931937	42932260	peak147	9.60565	LOC339539	74477	0.0308357668926
chr1	42931937	42932260	peak147	9.60565	SLC2A1-AS1	-26950	0.206387460626
chr15	91861258	91861480	peak1470	9.76000	SLCO3A1	7662	0.446426725837
chr15	92803807	92804241	peak1472	5.87471	CHD2	-96296	0.0128830858806
chr15	92803807	92804241	peak1472	5.87471	LINC01578	-78818	0.0259205289677
chr15	92803807	92804241	peak1472	5.87471	LINC01578	-79271	0.0254550786975
chr15	92803807	92804241	peak1472	5.87471	ASB9P1	8541	0.431003098418
chr15	92831676	92831872	peak1473	6.61608	CHD2	-68546	0.039091899788
chr15	92831676	92831872	peak1473	6.61608	LINC01578	-51068	0.0786521746615
chr15	92831676	92831872	peak1473	6.61608	LINC01578	-51521	0.0772398317268
chr15	92831676	92831872	peak1473	6.61608	MIR3175	-72624	0.0332081483814
chr15	92831676	92831872	peak1473	6.61608	ASB9P1	36291	0.142040933335
chr15	93829499	93829674	peak1477	5.16406	LINC01580	-71114	0.035275733066
chr15	93829499	93829674	peak1477	5.16406	LOC101927153	-26973	0.206197671479
chr15	94174528	94174771	peak1478	7.87505	LINC01581	66711	0.0420691746527
chr15	94206579	94206783	peak1479	5.06189	MCTP2	-91519	0.0155957006823
chr15	94206579	94206783	peak1479	5.06189	LINC01581	98743	0.011681837427
chr1	42936630	42936875	peak148	19.58116	ZNF691	90180	0.0164537806735
chr1	42936630	42936875	peak148	19.58116	SLC2A1	-22424	0.247347759343
chr1	42936630	42936875	peak148	19.58116	LOC339539	79131	0.0255980270199
chr1	42936630	42936875	peak148	19.58116	SLC2A1-AS1	-22296	0.248617427447
chr15	94229632	94229831	peak1480	5.52809	MCTP2	-68469	0.0392124884506
chr15	101199838	101200046	peak1484	6.56931	VIMP	-77578	0.0272386052851
chr15	101199838	101200046	peak1484	6.56931	CHSY1	-51990	0.0758043196872
chr15	101199838	101200046	peak1484	6.56931	SNRPA1	-95313	0.0133997396677
chr15	101207939	101208132	peak1485	7.46909	VIMP	-69485	0.0376508405357
chr15	101207939	101208132	peak1485	7.46909	CHSY1	-43897	0.104781295613
chr15	101207939	101208132	peak1485	7.46909	SNRPA1	-87220	0.0185219271019
chr15	101455693	101455867	peak1486	6.03723	PCSK6	-34204	0.154407510413
chr16	525656	525853	peak1487	10.43182	MIR5587	-9561	0.413772075099
chr16	525656	525853	peak1487	10.43182	PIGQ	-44213	0.103465195313
chr16	525656	525853	peak1487	10.43182	NHLRC4	-41240	0.116530760757
chr16	525656	525853	peak1487	10.43182	RAB11FIP3	50905	0.0791666622472
chr16	525656	525853	peak1487	10.43182	RAB40C	-64322	0.0462876542646
chr16	525656	525853	peak1487	10.43182	RAB40C	-63914	0.047049266635
chr16	525656	525853	peak1487	10.43182	PRR35	-34667	0.151574200751
chr16	525656	525853	peak1487	10.43182	CAPN15	-2101	0.557640940236
chr16	525656	525853	peak1487	10.43182	RAB40C	-64418	0.0461102505054
chr16	525656	525853	peak1487	10.43182	MIR3176	-17522	0.300929277594
chr16	525656	525853	peak1487	10.43182	LINC00235	-1653	0.567723939736
chr16	525656	525853	peak1487	10.43182	RAB40C	-63602	0.0476401207435
chr16	535658	535867	peak1488	7.81143	WFIKKN1	-95249	0.013434086947
chr16	535658	535867	peak1488	7.81143	MIR5587	447	0.595782268483
chr16	535658	535867	peak1488	7.81143	PIGQ	-34205	0.154401334237
chr16	535658	535867	peak1488	7.81143	NHLRC4	-31232	0.173899105743
chr16	535658	535867	peak1488	7.81143	RAB40C	-54314	0.0690751663447
chr16	535658	535867	peak1488	7.81143	RAB40C	-53906	0.0702117221287
chr16	535658	535867	peak1488	7.81143	RAB11FIP3	60913	0.0530500219586
chr16	535658	535867	peak1488	7.81143	PRR35	-24659	0.226194506868
chr16	535658	535867	peak1488	7.81143	LINC00235	8355	0.434221719895
chr16	535658	535867	peak1488	7.81143	RAB40C	-53594	0.0710934549898
chr16	535658	535867	peak1488	7.81143	RAB40C	-54410	0.0688104263321
chr16	535658	535867	peak1488	7.81143	CAPN15	7907	0.442073111478
chr16	535658	535867	peak1488	7.81143	MIR3176	-7514	0.449077410339
chr16	1002830	1003012	peak1489	10.29519	LMF1	31937	0.16906365131
chr16	1002830	1003012	peak1489	10.29519	C1QTNF8	-93323	0.0145099595474
chr16	1002830	1003012	peak1489	10.29519	LMF1-AS1	81889	0.022924249467
chr16	1002830	1003012	peak1489	10.29519	LMF1	21603	0.255605509895
chr16	1002830	1003012	peak1489	10.29519	SSTR5-AS1	-75810	0.0292346683996
chr16	1002830	1003012	peak1489	10.29519	SSTR5	-69834	0.0371288865174
chr16	1002830	1003012	peak1489	10.29519	SOX8	21114	0.260654370555
chr16	1002830	1003012	peak1489	10.29519	SSTR5	-75859	0.0291774245669
chr1	42941771	42942062	peak149	38.24839	ZNF691	95344	0.0133831342879
chr1	42941771	42942062	peak149	38.24839	SLC2A1	-17260	0.304099599896
chr1	42941771	42942062	peak149	38.24839	LOC339539	84295	0.0208208581305
chr1	42941771	42942062	peak149	38.24839	SLC2A1-AS1	-17132	0.305660582553
chr16	1722231	1722405	peak1490	4.77466	NUBP2	-60604	0.0537097891921
chr16	1722231	1722405	peak1490	4.77466	HN1L	44042	0.104175323117
chr16	1722231	1722405	peak1490	4.77466	MAPK8IP3	16099	0.31855504282
chr16	1722231	1722405	peak1490	4.77466	IGFALS	-71415	0.0348535598227
chr16	1722231	1722405	peak1490	4.77466	IGFALS	-72590	0.033253342188
chr16	1722231	1722405	peak1490	4.77466	MRPS34	-50821	0.0794331096133
chr16	1722231	1722405	peak1490	4.77466	MIR3177	-12666	0.365444813591
chr16	1722231	1722405	peak1490	4.77466	NME3	-49391	0.0841091431764
chr16	1722231	1722405	peak1490	4.77466	EME2	-50909	0.0791539965946
chr16	1722231	1722405	peak1490	4.77466	SPSB3	-60262	0.0544495877935
chr16	4944784	4945040	peak1491	12.71671	UBN1	96533	0.0127615313055
chr16	4944784	4945040	peak1491	12.71671	PPL	7777	0.444377878859
chr16	4944784	4945040	peak1491	12.71671	NAGPA-AS1	-88789	0.0173952169236
chr16	4944784	4945040	peak1491	12.71671	SEC14L5	-13404	0.354814557227
chr16	4944784	4945040	peak1491	12.71671	NAGPA	-89029	0.0172290218538
chr16	4944784	4945040	peak1491	12.71671	UBN1	97282	0.0123848664414
chr16	4944784	4945040	peak1491	12.71671	GLYR1	97610	0.012223438278
chr16	8884677	8884934	peak1492	9.63202	USP7	-51924	0.0760047074867
chr16	8884677	8884934	peak1492	9.63202	PMM2	86993	0.0186908720493
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	16086	0.318720734518
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	15793	0.322478116778
chr16	8884677	8884934	peak1492	9.63202	USP7	-78679	0.0260650485008
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	16404	0.314692282049
chr16	8884677	8884934	peak1492	9.63202	TMEM186	87157	0.0185686612184
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	17377	0.302679738834
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	22995	0.241762364535
chr16	8884677	8884934	peak1492	9.63202	CARHSP1	16444	0.314189176989
chr16	9047876	9048111	peak1493	16.13246	C16orf72	-43686	0.105669392244
chr16	9047876	9048111	peak1493	16.13246	USP7	84509	0.0206433922227
chr16	9068366	9068671	peak1494	13.24056	C16orf72	-23161	0.240162380261
chr16	10328306	10328559	peak1495	6.63171	ATF7IP2	-57622	0.0605140324208
chr16	10862547	10862779	peak1496	8.17288	CIITA	-14534	0.339133989646
chr16	10862547	10862779	peak1496	8.17288	CLEC16A	-81824	0.0229839300668
chr16	10862547	10862779	peak1496	8.17288	DEXI	-79737	0.0249849908601
chr16	10862547	10862779	peak1496	8.17288	TVP23A	43899	0.104772913445
chr16	10871155	10871372	peak1497	8.72193	CIITA	-5934	0.478375160369
chr16	10871155	10871372	peak1497	8.72193	CLEC16A	-73224	0.0324206407122
chr16	10871155	10871372	peak1497	8.72193	TVP23A	52499	0.0742765492169
chr16	10871155	10871372	peak1497	8.72193	DEXI	-71137	0.0352432943157
chr16	11202036	11202210	peak1498	5.45584	PRM3	-71472	0.0347741842288
chr16	11202036	11202210	peak1498	5.45584	PRM1	-79212	0.0255152236263
chr16	11202036	11202210	peak1498	5.45584	PRM2	-74357	0.0309841343708
chr16	11202036	11202210	peak1498	5.45584	TNP2	-67180	0.0412873137222
chr16	11202036	11202210	peak1498	5.45584	SOCS1	-54059	0.06978333858
chr16	11640412	11640654	peak1499	7.81143	LITAF	53067	0.0726080123713
chr16	11640412	11640654	peak1499	7.81143	SNN	-27899	0.198699827017
chr16	11640412	11640654	peak1499	7.81143	LITAF	54160	0.0695019826139
chr16	11640412	11640654	peak1499	7.81143	LITAF	53583	0.0711247429928
chr1	9719134	9719327	peak15	7.81143	PIK3CD-AS1	64644	0.0456952922779
chr1	9719134	9719327	peak15	7.81143	PIK3CD-AS2	31656	0.170974646424
chr1	9719134	9719327	peak15	7.81143	PIK3CD	67499	0.0407638344991
chr1	42967137	42967460	peak150	30.91264	SLC2A1	8122	0.438287583819
chr1	42967137	42967460	peak150	30.91264	SLC2A1-AS1	8250	0.436049286322
chr16	11682650	11682877	peak1500	7.52215	TXNDC11	-60115	0.0547706944982
chr16	11682650	11682877	peak1500	7.52215	LITAF	95297	0.0134083182459
chr16	11682650	11682877	peak1500	7.52215	SNN	14331	0.341898968263
chr16	11682650	11682877	peak1500	7.52215	LITAF	96390	0.0128347364316
chr16	11682650	11682877	peak1500	7.52215	LITAF	95813	0.0131344070449
chr16	11819842	11820032	peak1501	8.52763	TXNDC11	77059	0.0278099891746
chr16	11819842	11820032	peak1501	8.52763	GSPT1	-96725	0.0126638981363
chr16	11819842	11820032	peak1501	8.52763	GSPT1	-96031	0.0130203729268
chr16	11819842	11820032	peak1501	8.52763	BCAR4	-8895	0.424943100584
chr16	11819842	11820032	peak1501	8.52763	ZC3H7A	22679	0.244837635591
chr16	11819842	11820032	peak1501	8.52763	RSL1D1	-31648	0.171029367065
chr16	13957513	13957694	peak1502	6.63171	ERCC4	37447	0.135622498378
chr16	13957513	13957694	peak1502	6.63171	LOC101927311	-58415	0.0586246513122
chr16	13957513	13957694	peak1502	6.63171	LOC101927348	-63474	0.0478846636574
chr16	15590913	15591191	peak1503	20.31515	NDE1	-59173	0.0568738284844
chr16	15590913	15591191	peak1503	20.31515	C16orf45	88787	0.0173966085966
chr16	15590913	15591191	peak1503	20.31515	KIAA0430	-52114	0.0754292611756
chr16	15590913	15591191	peak1503	20.31515	MIR6506	-20043	0.272063441248
chr16	15590913	15591191	peak1503	20.31515	MIR484	-52241	0.0750470521616
chr16	15590913	15591191	peak1503	20.31515	NDE1	-52214	0.0751281467612
chr16	17380631	17380849	peak1506	6.60707	XYLT1	-90141	0.0164794686027
chr16	18594907	18595081	peak1507	7.52215	NOMO2	32882	0.162792320158
chr16	18594907	18595081	peak1507	7.52215	ABCC6P1	23747	0.234598438217
chr16	18998768	18998980	peak1508	8.57148	LOC102723385	-68817	0.0386704320764
chr16	18998768	18998980	peak1508	8.57148	LOC102723385	-68609	0.0389935122209
chr16	18998768	18998980	peak1508	8.57148	COQ7	-69042	0.0383239596523
chr16	18998768	18998980	peak1508	8.57148	TMC7	14941	0.333657587165
chr16	18998768	18998980	peak1508	8.57148	SMG1	72470	0.0334133419226
chr16	18998768	18998980	peak1508	8.57148	COQ7	-68720	0.0388207648097
chr16	18998768	18998980	peak1508	8.57148	TMC7	14588	0.338402250791
chr16	19107857	19108098	peak1509	11.53301	LOC102723385	40286	0.121063509401
chr16	19107857	19108098	peak1509	11.53301	LOC102723385	40494	0.120060439559
chr16	19107857	19108098	peak1509	11.53301	ITPRIPL2	-5954	0.47799261328
chr16	19107857	19108098	peak1509	11.53301	COQ7	40061	0.1221579988
chr16	19107857	19108098	peak1509	11.53301	SYT17	-60338	0.0542843123925
chr16	19107857	19108098	peak1509	11.53301	COQ7	40383	0.120594693076
chr1	43330233	43330481	peak151	25.40308	CDC20	-28597	0.193228857967
chr1	43330233	43330481	peak151	25.40308	MPL	-7446	0.450300563629
chr1	43330233	43330481	peak151	25.40308	MED8	-59455	0.0562358964001
chr1	43330233	43330481	peak151	25.40308	ELOVL1	-37717	0.134165656502
chr1	43330233	43330481	peak151	25.40308	C1orf210	44778	0.101153106907
chr1	43330233	43330481	peak151	25.40308	TMEM125	60364	0.0542278860543
chr1	43330233	43330481	peak151	25.40308	MIR6734	-34358	0.153459283686
chr1	43330233	43330481	peak151	25.40308	TIE1	29463	0.186650013741
chr1	43330233	43330481	peak151	25.40308	C1orf210	44740	0.101306976541
chr1	43330233	43330481	peak151	25.40308	SZT2	-59527	0.0560741700163
chr1	43330233	43330481	peak151	25.40308	ELOVL1	-37381	0.135981014807
chr16	19130867	19131069	peak1510	3.98527	LOC102723385	63277	0.0482634854044
chr16	19130867	19131069	peak1510	3.98527	LOC102723385	63485	0.0478635990399
chr16	19130867	19131069	peak1510	3.98527	ITPRIPL2	17037	0.306824302434
chr16	19130867	19131069	peak1510	3.98527	COQ7	63052	0.0486998173215
chr16	19130867	19131069	peak1510	3.98527	SYT17	-37347	0.136166074799
chr16	19130867	19131069	peak1510	3.98527	COQ7	63374	0.0480765859006
chr16	19393759	19393939	peak1511	6.30724	TMC5	-23846	0.233671265416
chr16	19393759	19393939	peak1511	6.30724	TMC5	-16885	0.308695476798
chr16	19393759	19393939	peak1511	6.30724	TMC5	-62600	0.0495883178604
chr16	19912883	19913098	peak1512	5.48643	GPRC5B	28079	0.197274326223
chr16	19912883	19913098	peak1512	5.48643	GPRC5B	27356	0.203062797599
chr16	21358621	21358795	peak1513	6.37432	NPIPB3	-66629	0.0422073880917
chr16	21358621	21358795	peak1513	6.37432	LOC100190986	-75747	0.0293084326679
chr16	21358621	21358795	peak1513	6.37432	SNX29P1	9346	0.417345860195
chr16	21358621	21358795	peak1513	6.37432	CRYM-AS1	57860	0.0599406723564
chr16	21358621	21358795	peak1513	6.37432	CRYM	55572	0.0656853080674
chr16	22199673	22199875	peak1514	9.15648	EEF2K	-6496	0.467741259625
chr16	22199673	22199875	peak1514	9.15648	POLR3E	-97600	0.0122283286313
chr16	22353717	22353891	peak1515	5.60677	RRN3P3	-83911	0.0211431352636
chr16	22353717	22353891	peak1515	5.60677	POLR3E	56430	0.0634692336465
chr16	22353717	22353891	peak1515	5.60677	SMG1P1	-83203	0.0217504680965
chr16	22353717	22353891	peak1515	5.60677	CDR2	-20813	0.263811617665
chr16	23504825	23505025	peak1516	10.42803	GGA2	-5569	0.485410671971
chr16	23504825	23505025	peak1516	10.42803	UBFD1	-52615	0.0739327043655
chr16	23504825	23505025	peak1516	10.42803	EARS2	-52450	0.074422274017
chr16	23504825	23505025	peak1516	10.42803	NDUFAB1	-91393	0.0156745014248
chr16	23504825	23505025	peak1516	10.42803	COG7	51734	0.0765845438508
chr1	43368463	43368672	peak152	11.56439	MPL	30764	0.177185158493
chr1	43368463	43368672	peak152	11.56439	MED8	-21245	0.259292113883
chr1	43368463	43368672	peak152	11.56439	CDC20	9613	0.412912323635
chr1	43368463	43368672	peak152	11.56439	ELOVL1	493	0.594687037031
chr1	43368463	43368672	peak152	11.56439	C1orf210	82988	0.0219383287652
chr1	43368463	43368672	peak152	11.56439	TMEM125	98574	0.0117610741664
chr1	43368463	43368672	peak152	11.56439	MIR6734	3852	0.51992016918
chr1	43368463	43368672	peak152	11.56439	HYI	-85422	0.0199030956311
chr1	43368463	43368672	peak152	11.56439	TIE1	67673	0.0404811032571
chr1	43368463	43368672	peak152	11.56439	MIR6735	-79971	0.0247522224015
chr1	43368463	43368672	peak152	11.56439	C1orf210	82950	0.0219717003809
chr1	43368463	43368672	peak152	11.56439	SZT2	-21317	0.2585464269
chr1	43368463	43368672	peak152	11.56439	ELOVL1	829	0.586747913668
chr16	24669478	24669770	peak1520	7.03039	LINC01567	-1438	0.572627420362
chr16	24669478	24669770	peak1520	7.03039	TNRC6A	-60103	0.0547969907422
chr16	27253585	27253759	peak1521	7.27309	IL4R	-60236	0.0545062448213
chr16	27253585	27253759	peak1521	7.27309	NSMCE1	-15120	0.331277131043
chr16	27253585	27253759	peak1521	7.27309	KDM8	50187	0.0814732934636
chr16	27253585	27253759	peak1521	7.27309	FLJ21408	-14532	0.33916112145
chr16	27253585	27253759	peak1521	7.27309	KDM8	49698	0.0830825987809
chr16	27273878	27274094	peak1522	5.02302	NSMCE1	5194	0.492746714822
chr16	27273878	27274094	peak1522	5.02302	IL4R	-39922	0.122839088949
chr16	27273878	27274094	peak1522	5.02302	KDM8	70501	0.0361513856697
chr16	27273878	27274094	peak1522	5.02302	FLJ21408	5782	0.481292541194
chr16	27273878	27274094	peak1522	5.02302	KDM8	70012	0.0368654677291
chr16	27286561	27286750	peak1523	6.63171	NSMCE1	17863	0.296852469287
chr16	27286561	27286750	peak1523	6.63171	IL4R	-27253	0.203901142129
chr16	27286561	27286750	peak1523	6.63171	KDM8	83170	0.0217791976718
chr16	27286561	27286750	peak1523	6.63171	FLJ21408	18451	0.289951967219
chr16	27286561	27286750	peak1523	6.63171	KDM8	82681	0.0222093923666
chr16	27408059	27408352	peak1524	3.93395	IL4R	94297	0.0139555220941
chr16	27408059	27408352	peak1524	3.93395	IL21R	-19052	0.2830646393
chr16	27408059	27408352	peak1524	3.93395	IL21R	6044	0.47627493355
chr16	27408059	27408352	peak1524	3.93395	IL21R-AS1	-45188	0.0995077249642
chr16	27578645	27578899	peak1525	4.96211	GTF3C1	28842	0.191344463772
chr16	27578645	27578899	peak1525	4.96211	KIAA0556	28626	0.193004842446
chr16	28494184	28494371	peak1526	5.50166	EIF3C	67823	0.0402389438423
chr16	28494184	28494371	peak1526	5.50166	NUPR1	-44897	0.100672762246
chr16	28494184	28494371	peak1526	5.50166	CLN3	2195	0.555548147217
chr16	28494184	28494371	peak1526	5.50166	EIF3C	90389	0.0163168004422
chr16	28494184	28494371	peak1526	5.50166	APOBR	-371	0.597596202362
chr16	28494184	28494371	peak1526	5.50166	EIF3CL	90436	0.0162861536744
chr16	28494184	28494371	peak1526	5.50166	CLN3	1975	0.560458544974
chr16	28494184	28494371	peak1526	5.50166	CCDC101	-59650	0.055798962665
chr16	28494184	28494371	peak1526	5.50166	IL27	-12557	0.367041631512
chr16	28984676	28984875	peak1527	6.63171	SPNS1	10001	0.406553397279
chr16	28984676	28984875	peak1527	6.63171	LAT	-290	0.599535554111
chr16	28984676	28984875	peak1527	6.63171	RABEP2	59564	0.0559912416268
chr16	28984676	28984875	peak1527	6.63171	LAT	-50	0.605318810646
chr16	28984676	28984875	peak1527	6.63171	NFATC2IP	33779	0.157054876949
chr16	28984676	28984875	peak1527	6.63171	CD19	52837	0.0732790883011
chr16	28984676	28984875	peak1527	6.63171	RRN3P2	-90066	0.0165289812404
chr16	28984676	28984875	peak1527	6.63171	MIR4517	26193	0.212732451302
chr16	29023418	29023611	peak1528	8.15287	SPNS1	48740	0.0863281108384
chr16	29023418	29023611	peak1528	8.15287	LAT	38449	0.130294240196
chr16	29023418	29023611	peak1528	8.15287	RABEP2	98303	0.01188925771
chr16	29023418	29023611	peak1528	8.15287	LAT	38689	0.129049400282
chr16	29023418	29023611	peak1528	8.15287	CD19	91576	0.0155601829903
chr16	29023418	29023611	peak1528	8.15287	NFATC2IP	72518	0.0333492498542
chr16	29023418	29023611	peak1528	8.15287	RRN3P2	-51327	0.0778415444469
chr16	29023418	29023611	peak1528	8.15287	MIR4517	64932	0.0451719030213
chr16	29029426	29029634	peak1529	7.65572	SPNS1	54756	0.0678646499011
chr16	29029426	29029634	peak1529	7.65572	LAT	44465	0.10242750489
chr16	29029426	29029634	peak1529	7.65572	NFATC2IP	78534	0.0262166650451
chr16	29029426	29029634	peak1529	7.65572	LAT	44705	0.101448905635
chr16	29029426	29029634	peak1529	7.65572	CD19	97592	0.0122322423227
chr16	29029426	29029634	peak1529	7.65572	RRN3P2	-45311	0.0990193493466
chr16	29029426	29029634	peak1529	7.65572	MIR4517	70948	0.0355107433041
chr1	43373102	43373395	peak153	20.10298	CDC20	14294	0.342405353368
chr1	43373102	43373395	peak153	20.10298	MED8	-16564	0.312684682615
chr1	43373102	43373395	peak153	20.10298	MPL	35445	0.146929852496
chr1	43373102	43373395	peak153	20.10298	ELOVL1	5174	0.493141069915
chr1	43373102	43373395	peak153	20.10298	C1orf210	87669	0.0181922427188
chr1	43373102	43373395	peak153	20.10298	MIR6734	8533	0.431141041479
chr1	43373102	43373395	peak153	20.10298	MIR6735	-75290	0.0298491176215
chr1	43373102	43373395	peak153	20.10298	TIE1	72354	0.0335687400741
chr1	43373102	43373395	peak153	20.10298	HYI	-80741	0.0240014748125
chr1	43373102	43373395	peak153	20.10298	C1orf210	87631	0.0182199159541
chr1	43373102	43373395	peak153	20.10298	ELOVL1	5510	0.486557593993
chr1	43373102	43373395	peak153	20.10298	SZT2	-16636	0.311785446251
chr16	29265402	29265608	peak1530	12.48893	SNX29P2	-36781	0.139284036883
chr16	29318732	29318956	peak1531	11.60046	SNX29P2	16558	0.312759735945
chr16	30051562	30051737	peak1532	7.52215	DOC2A	40228	0.121344702801
chr16	30051562	30051737	peak1532	7.52215	GDPD3	-61908	0.0509800958442
chr16	30051562	30051737	peak1532	7.52215	DOC2A	39301	0.125928625099
chr16	30051562	30051737	peak1532	7.52215	DOC2A	38053	0.132374533387
chr16	30051562	30051737	peak1532	7.52215	INO80E	55441	0.0660304024393
chr16	30051562	30051737	peak1532	7.52215	YPEL3	-44567	0.102010452037
chr16	30051562	30051737	peak1532	7.52215	TMEM219	89620	0.0168265042803
chr16	30051562	30051737	peak1532	7.52215	DOC2A	40569	0.119700797973
chr16	30051562	30051737	peak1532	7.52215	ALDOA	-1440	0.572581612001
chr16	30051562	30051737	peak1532	7.52215	PPP4C	-24326	0.229227573076
chr16	30051562	30051737	peak1532	7.52215	FAM57B	20784	0.264117816702
chr16	30051562	30051737	peak1532	7.52215	TBX6	-40235	0.12131073104
chr16	30051562	30051737	peak1532	7.52215	MAPK3	-71660	0.0345136631504
chr16	30051562	30051737	peak1532	7.52215	HIRIP3	55553	0.0657352478762
chr16	30051562	30051737	peak1532	7.52215	ALDOA	-14023	0.34613721756
chr16	30051562	30051737	peak1532	7.52215	TAOK2	77783	0.0270161619857
chr16	30051562	30051737	peak1532	7.52215	YPEL3	-44551	0.102075759622
chr16	30051562	30051737	peak1532	7.52215	ALDOA	-12847	0.362808547938
chr16	30051562	30051737	peak1532	7.52215	ALDOA	-12629	0.365986072348
chr16	30051562	30051737	peak1532	7.52215	C16orf92	28316	0.195413002226
chr16	30065395	30065569	peak1533	5.16406	DOC2A	51886	0.0761203224872
chr16	30065395	30065569	peak1533	5.16406	GDPD3	-48075	0.0886552523544
chr16	30065395	30065569	peak1533	5.16406	DOC2A	54061	0.0697777561362
chr16	30065395	30065569	peak1533	5.16406	YPEL3	-30734	0.177397908308
chr16	30065395	30065569	peak1533	5.16406	DOC2A	53134	0.0724136834153
chr16	30065395	30065569	peak1533	5.16406	INO80E	69274	0.0379699584129
chr16	30065395	30065569	peak1533	5.16406	PPP4C	-10493	0.398630642039
chr16	30065395	30065569	peak1533	5.16406	DOC2A	54402	0.068832449192
chr16	30065395	30065569	peak1533	5.16406	HIRIP3	69386	0.037800233467
chr16	30065395	30065569	peak1533	5.16406	ALDOA	12393	0.369457339473
chr16	30065395	30065569	peak1533	5.16406	TAOK2	91616	0.0155353066039
chr16	30065395	30065569	peak1533	5.16406	ALDOA	-190	0.601938499013
chr16	30065395	30065569	peak1533	5.16406	FAM57B	34617	0.151877652503
chr16	30065395	30065569	peak1533	5.16406	MAPK3	-57827	0.0600198462872
chr16	30065395	30065569	peak1533	5.16406	TBX6	-26402	0.210961421229
chr16	30065395	30065569	peak1533	5.16406	YPEL3	-30718	0.177511479308
chr16	30065395	30065569	peak1533	5.16406	ALDOA	986	0.583074682787
chr16	30065395	30065569	peak1533	5.16406	ALDOA	1204	0.578012375292
chr16	30065395	30065569	peak1533	5.16406	C16orf92	42149	0.112369806843
chr16	31052193	31052476	peak1534	23.95706	HSD3B7	67137	0.041358389009
chr16	31052193	31052476	peak1534	23.95706	BCKDK	-55959	0.0646763291438
chr16	31052193	31052476	peak1534	23.95706	ZNF668	-12754	0.364160709197
chr16	31052193	31052476	peak1534	23.95706	PRSS36	-97760	0.0121503172309
chr16	31052193	31052476	peak1534	23.95706	PRSS8	-83496	0.0214970405964
chr16	31052193	31052476	peak1534	23.95706	KAT8	-65329	0.0444602387707
chr16	31052193	31052476	peak1534	23.95706	ZNF668	-21168	0.260091964732
chr16	31052193	31052476	peak1534	23.95706	STX1B	41696	0.114424507109
chr16	31052193	31052476	peak1534	23.95706	VKORC1	-42621	0.1102681668
chr16	31052193	31052476	peak1534	23.95706	PRSS53	-36475	0.140999349795
chr16	31052193	31052476	peak1534	23.95706	SETD1A	95041	0.0135463248124
chr16	31052193	31052476	peak1534	23.95706	ZNF668	-21986	0.251719476504
chr16	31052193	31052476	peak1534	23.95706	STX4	18844	0.285429561533
chr16	31052193	31052476	peak1534	23.95706	STX4	19240	0.280943976897
chr16	31052193	31052476	peak1534	23.95706	ZNF646	-22087	0.250704581288
chr16	31253752	31253987	peak1535	8.85287	PYCARD-AS1	51985	0.0758194820673
chr16	31253752	31253987	peak1535	8.85287	ITGAM	-6097	0.47526630022
chr16	31253752	31253987	peak1535	8.85287	PYCARD	51093	0.0785735617998
chr16	31253752	31253987	peak1535	8.85287	FUS	73760	0.0317329406628
chr16	31253752	31253987	peak1535	8.85287	PYDC1	36776	0.139311896477
chr16	31253752	31253987	peak1535	8.85287	TRIM72	39849	0.123198303287
chr16	31265350	31265629	peak1536	16.42355	PYCARD-AS1	63605	0.047634404272
chr16	31265350	31265629	peak1536	16.42355	ITGAX	-89644	0.0168103585874
chr16	31265350	31265629	peak1536	16.42355	ITGAM	5523	0.486304649815
chr16	31265350	31265629	peak1536	16.42355	PYCARD	62713	0.0493646844559
chr16	31265350	31265629	peak1536	16.42355	FUS	85380	0.0199365609347
chr16	31265350	31265629	peak1536	16.42355	TRIM72	51469	0.0774006577779
chr16	31265350	31265629	peak1536	16.42355	PYDC1	48396	0.0875241958364
chr1	43381546	43381842	peak154	22.18014	ELOVL1	13620	0.351762164776
chr1	43381546	43381842	peak154	22.18014	MED8	-8118	0.438357715443
chr1	43381546	43381842	peak154	22.18014	CDC20	22740	0.244240960001
chr1	43381546	43381842	peak154	22.18014	MPL	43891	0.104806446142
chr1	43381546	43381842	peak154	22.18014	C1orf210	96115	0.0129766978889
chr1	43381546	43381842	peak154	22.18014	MIR6734	16979	0.30753696118
chr1	43381546	43381842	peak154	22.18014	MIR6735	-66844	0.0418459609186
chr1	43381546	43381842	peak154	22.18014	HYI	-72295	0.0336480558565
chr1	43381546	43381842	peak154	22.18014	TIE1	80800	0.0239448981187
chr1	43381546	43381842	peak154	22.18014	C1orf210	96077	0.012996437468
chr1	43381546	43381842	peak154	22.18014	ELOVL1	13956	0.347066109462
